ID	Nome_Da_Imagem	Score_Com_Virgula
1336	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_08/20_08_PD1_40X_5.tiff	8,8925
1337	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_08/20_08_PD1_40X_4.tiff	4,9448
1338	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_08/20_08_PD1_40X_7.tiff	10,7582
1339	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_08/20_08_PD1_40X_1.tiff	12,9399
1340	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_51_PD1/20_51_PD1_40X_1.tiff	5,4171
1341	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_51_PD1/20_51_PD1_40X_3.tiff	2,8962
1342	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_51_PD1/20_51_PD1_10X_0.tiff	2,374
1343	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_09/20_09_PD1_10X_0.tiff	8,5519
1344	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_09/20_09_PD1_40X_2.tiff	5,4274
1345	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_09/20_09_PD1_40X_3.tiff	5,2167
1346	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_09/20_09_PD1_40X_4.tiff	5,5904
1347	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_09/20_09_PD1_40X_1.tiff	11,5612
1348	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_47_PD1/20_47_PD1_40X_1.tiff	7,638
1349	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_47_PD1/20_47_PD1_40X_3.tiff	4,3247
1350	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_47_PD1/20_47_PD1_40X_2.tiff	4,2718
1351	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_47_PD1/20_47_PD1_10X_0.tiff	3,4783
1352	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_53_PD1/20_53_PD1_40X_1.tiff	3,1667
1353	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_53_PD1/20_53_PD1_10X_0.tiff	1,3942
1354	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_53_PD1/20_53_PD1_40X_3.tiff	3,8834
1355	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_07/20_07_PD1_40X_3.tiff	3,9299
1356	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_07/20_07_PD1_10X_0.tiff	1,2991
1357	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_07/20_07_PD1_40X_2.tiff	2,8567
1358	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_07/20_07_PD1_40X_4.tiff	5,5322
1359	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_07/20_07_PD1_40X_1.tiff	3,0999
1360	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_52_PD1/20_52_PD1_40X_1.tiff	5,4643
1361	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_52_PD1/20_52_PD1_40X_2.tiff	3,9078
1362	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_52_PD1/20_52_PD1_10X_0.tiff	0,7314
1363	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_46_PD1/20_46_PD1_40X_1.tiff	7,7078
1364	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_46_PD1/20_46_PD1_10X_0.tiff	3,7364
1365	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_46_PD1/20_46_PD1_40X_2.tiff	5,6989
1366	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_46_PD1/20_46_PD1_40X_3.tiff	3,0738
1367	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_29/PE_20_29_PD1_10X_0.tiff	1,1347
1368	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_29/PE_20_29_PD1_40X_2.tiff	3,1763
1369	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_29/PE_20_29_PD1_40X_1.tiff	5,7481
1370	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_27/PE_20_27_PD1_40X_4.tiff	5,0064
1371	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_27/PE_20_27_PD1_40X_3.tiff	4,3715
1372	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_27/PE_20_27_PD1_10X_0.tiff	6,9969
1373	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_27/PE_20_27_PD1_40X_2.tiff	11,412
1374	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_27/PE_20_27_PD1_40X_1.tiff	12,0521
1375	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_43_PD1/20_43_PD1_40X_1.tiff	1,6667
1376	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_43_PD1/20_43_PD1_40X_4.tiff	8,4866
1377	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_43_PD1/20_43_PD1_40X_3.tiff	7,1715
1378	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_43_PD1/20_43_PD1_10X_0.tiff	2,4026
1379	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_43_PD1/20_43_PD1_40X_2.tiff	2,9023
1380	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_21/PE_20_21_PD1_40X_4.tiff	4,9303
1381	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_21/PE_20_21_PD1_10X_0.tiff	2,0255
1382	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_21/PE_20_21_PD1_40X_2.tiff	2,9135
1383	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_21/PE_20_21_PD1_40X_3.tiff	4,2747
1384	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_21/PE_20_21_PD1_40X_1.tiff	3,8023
1385	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_41_PD1/20_41_PD1_40X_1.tiff	11,9889
1386	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_41_PD1/20_41_PD1_40X_2.tiff	23,6633
1387	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_41_PD1/20_41_PD1_10X_0.tiff	11,3585
1388	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_41_PD1/20_41_PD1_40X_3.tiff	20,0504
1389	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_26/PE_20_26_PD1_40X_4.tiff	0,6381
1390	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_26/PE_20_26_PD1_40X_2.tiff	1,4274
1391	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_26/PE_20_26_PD1_10X_0.tiff	0,1984
1392	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_26/PE_20_26_PD1_40X_3.tiff	1,7823
1393	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_26/PE_20_26_PD1_40X_1.tiff	0,9731
1394	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_28/PE_20_28_PD1_40X_2.tiff	2,614
1395	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_28/PE_20_28_PD1_10X_0.tiff	0,4796
1396	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_28/PE_20_28_PD1_40X_1.tiff	3,8167
1397	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_40_PD1/20_01_PD1_10X_0.tiff	2,6401
1398	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_40_PD1/20_40_PD1_40X_1.tiff	7,555
1399	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_40_PD1/20_40_PD1_40X_3.tiff	10,0504
1400	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_40_PD1/20_40_PD1_40X_2.tiff	5,9923
1401	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_35/PE_20_35_PD1_40X_5.tiff	37,3599
1402	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_35/PE_20_35_PD1_40X_4.tiff	47,73
1403	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_35/PE_20_35_PD1_40X_3.tiff	25,4522
1404	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_35/PE_20_35_PD1_40X_2.tiff	56,06
1405	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_35/PE_20_35_PD1_10X_0.tiff	20,1976
1406	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_35/PE_20_35_PD1_40X_1.tiff	52,3697
1407	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_32/PE_20_32_PD1_40X_4.tiff	39,9032
1408	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_32/PE_20_32_PD1_40X_3.tiff	17,9947
1409	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_32/PE_20_32_PD1_10X_0.tiff	4,2794
1410	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_32/PE_20_32_PD1_40X_2.tiff	30,3177
1411	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_32/PE_20_32_PD1_40X_1.tiff	10,7357
1412	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_33/PE_20_33_PD1_40X_4.tiff	3,7674
1413	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_33/PE_20_33_PD1_40X_2.tiff	5,7697
1414	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_33/PE_20_33_PD1_10X_0.tiff	1,7107
1415	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_33/PE_20_33_PD1_40X_3.tiff	9,0759
1416	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_33/PE_20_33_PD1_40X_1.tiff	8,9138
1417	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_34/PE_20_34_PD1_40X_4.tiff	38,5468
1418	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_34/PE_20_34_PD1_40X_5.tiff	36,2234
1419	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_34/PE_20_34_PD1_10X_0.tiff	13,3586
1420	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_34/PE_20_34_PD1_40X_2.tiff	5,4231
1421	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_34/PE_20_34_PD1_40X_3.tiff	29,5852
1422	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_34/PE_20_34_PD1_40X_1.tiff	5,8161
1423	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_13/20_13_PD1_40X_2.tiff	10,7987
1424	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_13/20_13_PD1_10X_0.tiff	8,0795
1425	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_13/IMAGE001.tiff	9,9139
1426	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_13/20_13_PD1_40X_3.tiff	9,7735
1427	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_13/20_13_PD1_40X_4.tiff	8,8765
1428	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_13/20_13_PD1_40X_1.tiff	10,4807
1429	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_15/20_15_PD1_40X_3.tiff	16,3973
1430	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_15/20_15_PD1_40X_2.tiff	14,5024
1431	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_15/20_15_PD1_10X_0.tiff	4,597
1432	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_15/20_15_PD1_40X_4.tiff	12,2652
1433	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_15/20_15_PD1_40X_1.tiff	21,4238
1434	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_12/20_12_PD1_40X_3.tiff	19,5923
1435	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_12/20_12_PD1_10X_0.tiff	8,9306
1436	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_12/20_12_PD1_40X_2.tiff	22,2935
1437	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_12/20_12_PD1_40X_4.tiff	12,5238
1438	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_12/20_12_PD1_40X_1.tiff	17,5805
1439	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_05/20_05_PD1_40X_4.tiff	10,0719
1440	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_05/20_05_PD1_40X_2.tiff	6,018
1441	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_05/20_05_PD1_10X_0.tiff	3,5975
1442	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_05/20_05_PD1_40X_3.tiff	7,4187
1443	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_05/20_05_PD1_40X_1.tiff	9,4918
1444	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_39_PD1/20_39_PD1_40X_1.tiff	2,5728
1445	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_39_PD1/20_39_PD1_10X_1.tiff	0,7772
1446	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_39_PD1/20_39_PD1_40X_2.tiff	1,37
1447	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_04_PD1/20_04_PD1_40X_4.tiff	10,9637
1448	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_04_PD1/20_04_PD1_40X_3.tiff	5,0387
1449	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_04_PD1/20_04_PD1_10X_0.tiff	5,3719
1450	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_04_PD1/20_04_PD1_40X_2.tiff	9,5157
1451	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_04_PD1/20_04_PD1_40X_1.tiff	11,3178
1452	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_23/PE_20_23_PD1_40X_3.tiff	8,8817
1453	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_23/PE_20_23_PD1_40X_2.tiff	8,9785
1454	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_23/PE_20_23_PD1_10X_0.tiff	7,6807
1455	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_23/PE_20_23_PD1_40X_4.tiff	10,0347
1456	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_23/PE_20_23_PD1_40X_1.tiff	6,0598
1457	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_01_PD1/20_01_PD1.tiff	6,5418
1458	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_01_PD1/20_01_PD1_40X_2.tiff	8,009
1459	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_01_PD1/20_01_PD1_40X_3.tiff	6,1921
1460	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_01_PD1/20_01_PD1_40X_4.tiff	5,5777
1461	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_01_PD1/20_01_PD1_40X_1.tiff	10,3943
1462	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_24/PE_20_24_PD1_40X_3.tiff	28,3278
1463	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_24/PE_20_24_PD1_10X_0.tiff	27,3301
1464	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_24/PE_20_24_PD1_40X_2.tiff	40,4976
1465	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_24/PE_20_24_PD1_40X_4.tiff	23,0496
1466	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_24/PE_20_24_PD1_40X_1.tiff	79,3723
1467	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_03_PD1/20_03_PD1_40X_4.tiff	6,0255
1468	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_03_PD1/20_03_PD1_40X_3.tiff	7,2983
1469	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_03_PD1/20_03_PD1_40X_2.tiff	7,1304
1470	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_03_PD1/20_03_PD1_10X_0.tiff	4,6808
1471	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_03_PD1/20_03_PD1_40X_1.tiff	8,2212
1472	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_25/PE_20_25_PD1_40X_2.tiff	9,2904
1473	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_25/PE_20_25_PD1_10X_0.tiff	4,6933
1474	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_25/PE_20_25_PD1_40X_3.tiff	8,3125
1475	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_25/PE_20_25_PD1_40X_4.tiff	14,474
1476	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_25/PE_20_25_PD1_40X_5.tiff	17,7459
1477	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_25/PE_20_25_PD1_40X_6.tiff	10,9341
1478	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_25/PE_20_25_PD1_40X_1.tiff	14,6389
1479	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_22/PE_20_22_PD1_10X_0.tiff	1,201
1480	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_22/PE_20_22_PD1_40X_2.tiff	7,6915
1481	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_22/PE_20_22_PD1_40X_3.tiff	5,3692
1482	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_22/PE_20_22_PD1_40X_4.tiff	15,2963
1483	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_22/PE_20_22_PD1_40X_5.tiff	10,0108
1484	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_22/PE_20_22_PD1_40X_1.tiff	5,8977
1485	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_02_PD1/20_02_PD1_40X_4.tiff	35,76
1486	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_02_PD1/20_02_PD1_10X_0.tiff	39,3627
1487	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_02_PD1/20_02_PD1_40X_2.tiff	58,4073
1488	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_02_PD1/20_02_PD1_40X_3.tiff	40,3206
1489	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_02_PD1/20_02_PD1_40X_1.tiff	27,5185
1490	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_31/PE_20_31_PD1_10X_0.tiff	2,3998
1491	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_31/PE_20_31_PD1_40X_2.tiff	5,9203
1492	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_31/PE_20_31_PD1_40X_1.tiff	2,8609
1493	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_36/PE_20_36_PD1_40X_3.tiff	15,8401
1494	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_36/PE_20_36_PD1_40X_2.tiff	11,8166
1495	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_36/PE_20_36_PD1_10X_0.tiff	8,2046
1496	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_36/PE_20_36_PD1_40X_4.tiff	7,8784
1497	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_36/PE_20_36_PD1_40X_1.tiff	10,3645
1498	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_38/PE_20_38_PD1_40X_2.tiff	3,0982
1499	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_38/PE_20_38_PD1_40X_3.tiff	4,1509
1500	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_38/PE_20_38_PD1_40X_4.tiff	5,8161
1501	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_38/PE_20_38_PD1_40X_1.tiff	7,9837
1502	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_30/PE_20_30_PD1_40X_2.tiff	13,4169
1503	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_30/PE_20_30_PD1_10X_0.tiff	1,7773
1504	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_30/PE_20_30_PD1_40X_3.tiff	16,3774
1505	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_30/PE_20_30_PD1_40X_4.tiff	9,6025
1506	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/PE_20_30/PE_20_30_PD1_40X_1.tiff	10,8938
1507	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_19/20_19_PD1_40X_4.tiff	26,1324
1508	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_19/20_19_PD1_40X_3.tiff	25,0637
1509	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_19/20_19_PD1_10X_0.tiff	27,1406
1510	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_19/20_19_PD1_40X_2.tiff	20,8413
1511	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_19/20_19_PD1_40X_1.tiff	26,3572
1512	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_17/20_17_PD1_40X_4.tiff	5,328
1513	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_17/20_17_PD1_10X_0.tiff	2,6012
1514	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_17/20_17_PD1_40X_2.tiff	8,1273
1515	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_17/20_17_PD1_40X_3.tiff	6,3352
1516	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_17/20_17_PD1_40X_1.tiff	5,8822
1517	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_10/20_10_PD1_40X_4.tiff	1,8545
1518	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_10/20_10_PD1_40X_2.tiff	4,2542
1519	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_10/20_10_PD1_10X_0.tiff	1,1338
1520	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_10/20_10_PD1_40X_3.tiff	3,7434
1521	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_10/20_10_PD1_40X_1.tiff	4,7223
1522	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_11/20_11_PD1_40X_4.tiff	4,6574
1523	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_11/20_11_PD1_40X_3.tiff	4,9763
1524	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_11/20_11_PD1_10X_0.tiff	4,7707
1525	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_11/20_11_PD1_40X_2.tiff	4,2942
1526	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_11/20_11_PD1_40X_1.tiff	5,4406
1527	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_16/20_16_PD1_40X_4.tiff	12,0032
1528	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_16/20_16_PD1_40X_3.tiff	10,2353
1529	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_16/20_16_PD1_40X_2.tiff	9,808
1530	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_16/20_16_PD1_10X_0.tiff	7,952
1531	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_16/20_16_PD1_40X_1.tiff	12,9697
1532	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_20/20_20_PD1_40X_1.tiff	2,6556
1533	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_20/20_20_PD1_40X_4.tiff	2,3883
1534	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_20/20_20_PD1_40X_3.tiff	3,8824
1535	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_20/20_20_PD1_40X_2.tiff	4,0616
1536	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_20/20_20_PD1_10X_0.tiff	0,6473
1537	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_18/20_18_PD1_40X_4.tiff	3,6649
1538	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_18/20_18_PD1_40X_2.tiff	8,4514
1539	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_18/20_18_PD1_10X_0.tiff	2,8365
1540	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_18/20_18_PD1_40X_3.tiff	2,6772
1541	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_18/20_18_PD1_40X_1.tiff	6,2462
1542	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_49_PD1/20_49_PD1_40X_1.tiff	8,408
1543	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_49_PD1/20_49_PD1_40X_2.tiff	6,8516
1544	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_49_PD1/20_49_PD1_10X_0.tiff	1,8624
1545	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PD1/20_49_PD1/20_49_PD1_40X_3.tiff	1,6794
1546	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PDL1/20_01/20_01_PDL1_40X_2.tiff	5,9874
1547	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PDL1/20_01/20_01_PDL1_40X_3.tiff	16,8112
1548	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PDL1/20_01/20_01_PDL1_10X_1.tiff	7,5715
1549	DAB_Grupo_Controle/GRUPO_CONTROLE_PE_PDL1/20_01/20_01_PDL1_40X_4.tiff	19,782
